index,x,y,image_name,identifier_2,display_name_2,identifier_1,display_name_1,identifier_4,display_name_4,identifier_3,display_name_3,identifier_5,display_name_5
26,0.5,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
27,0.1,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
28,0.3,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
29,0.9,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
30,0.7,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
31,0.1,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
32,0.9,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
33,0.3,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
34,0.9,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
35,0.1,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,82001000,Substrate,82001000,Substrate,82001000,Substrate,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
36,0.5,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
37,0.7,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
38,0.3,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
39,0.7,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8381.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
40,0.3,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate
41,0.5,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
42,0.3,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate
43,0.1,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,99999999,Exclude | Cant Tell,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate
44,0.1,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
45,0.9,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell
46,0.3,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,99999999,Exclude | Cant Tell,99999999,Exclude | Cant Tell,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell
47,0.1,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell
48,0.7,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,82001000,Substrate,82001000,Substrate,82001000,Substrate,99999999,Exclude | Cant Tell,82001000,Substrate
49,0.9,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
50,0.7,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
51,0.7,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell
52,0.7,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
53,0.3,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate
54,0.5,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate
55,0.5,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate
56,0.9,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,82001000,Substrate,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
57,0.1,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,99999999,Exclude | Cant Tell,99999999,Exclude | Cant Tell,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
58,0.5,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate,82001000,Substrate
59,0.9,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8382.JPG,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
60,0.1,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
61,0.3,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,82001000,Substrate
62,0.3,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell
63,0.9,0.625,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
64,0.9,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
65,0.7,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
66,0.7,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,82001000,Substrate,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum
67,0.5,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,99999999,Exclude | Cant Tell,82001000,Substrate
68,0.5,0.125,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell
69,0.1,0.875,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,99999999,Exclude | Cant Tell,82001000,Substrate,82001000,Substrate,99999999,Exclude | Cant Tell,82001000,Substrate
70,0.1,0.375,Blue Carbon/Trip8053_Ningaloo/14M_North_LG/IMG_8383.JPG,99999999,Exclude | Cant Tell,54105000,Macroalgae | Erect coarse branching | Brown | Sargassaceae | Sargassum,99999999,Exclude | Cant Tell,99999999,Exclude | Cant Tell,99999999,Exclude | Cant Tell
